item	roi	word	surprisal	retrieval
3020	6	जाता	0.19521	502.6101663213178
3020	7	हूँ	0.00292	123.30855296529035
3020	8	।	0.00436	197.78527964379396
3028	1	योसेमिटी	0.16879	51.0
3028	2	पार्क	1.23981	224.30855296529046
3028	3	।	0.01029	123.30855296529046
3036	1	ह्म	0.08689	101.0
3036	2	।	0.00378	123.30855296529043
3044	1	कैसा	0.71740	101.0
3044	2	है	0.00983	123.30855296529043
3044	3	।	0.00477	197.78527964379387
3052	1	बहुत	0.22789	51.0
3052	2	अच्छा	0.58054	224.30855296529046
3052	3	है	0.00374	123.30855296529046
3052	4	।	0.00789	197.78527964379384
3060	1	बहुत	0.22789	51.0
3060	2	सुंदर	1.13584	224.30855296529046
3060	3	है	0.00344	123.30855296529046
3060	4	।	0.00768	197.78527964379384
3068	1	और	0.07862	51.0
3068	2	ये	0.07359	51.0
3068	3	ग्रैंड	0.83115	51.0
3068	4	कैनियन	1.60639	322.1980044095982
3068	5	।	0.41738	123.30855296529046
3076	1	ग्रैंड	0.16879	51.0
3076	2	कैनियन	1.80507	174.30855296529043
3076	3	नहीं	0.38676	51.00000000000003
3076	4	गया	0.12648	372.1980044095982
3076	5	।	0.00417	123.30855296529046
3084	1	वो	0.25433	51.0
3084	2	यश	0.18129	51.0
3084	3	के	0.03360	123.30855296529043
3084	4	साथ	0.24361	197.78527964379387
3084	5	जाऊँगा	0.27716	496.09910484705836
3084	6	।	0.00395	123.30855296529046
3092	1	जब	0.24000	51.0
3092	2	वो	0.24456	51.0
3092	3	आएगा	0.25165	372.1980044095982
3092	4	यहाँ	0.32474	167.92565889587127
3092	5	पर	0.06601	123.30855296529046
3092	6	।	0.00726	266.69199957640103
3100	1	तो	0.36147	51.0
3100	2	मतलब	0.12762	51.0
3100	3	कुछ	0.03739	51.0
3100	4	दिन	0.59095	196.6171059305808
3100	5	की	0.02540	123.30855296529046
3100	6	छुट्टी	0.95368	101.0
3100	7	उस	0.41075	51.0
3100	8	के	0.01430	145.6171059305808
3100	9	संग	0.13726	200.05665267703773
3100	10	बिताओगे	0.40378	1158.9668219653327
3100	11	ज़रूर	0.45271	123.30855296529035
3100	12	हाँ	0.08169	244.5705592875879
3100	13	।	0.00562	218.64204918486348
3108	1	हाँ	0.18068	101.0
3108	2	।	0.00491	123.30855296529043
3116	1	अच्छा	0.23211	101.0
3116	2	अच्छा	0.05976	145.61710593058083
3116	3	।	0.01044	200.0566526770377
3124	1	हाँ_लेकिन_यहाँ_मतलब	0.35864	51.0
3124	2	।	0.86197	224.30855296529046
3132	1	अह	0.10081	51.0
3132	2	ओह_आइम_श्योर_ही_वुड_गो_टू_बॉस्टन_ऑल्सो_ड्राइविंग	0.92889	174.30855296529043
3132	3	।	1.00428	224.30855296529043
3140	1	वो	0.25433	51.0
3140	2	उस	0.21099	51.0
3140	3	का	0.01862	123.30855296529043
3140	4	पता	0.93545	101.00000000000003
3140	5	नहीं	0.29935	51.0
3140	6	उस	0.39625	51.0
3140	7	का	0.02002	145.6171059305808
3140	8	दिमाग	0.82706	101.0
3140	9	ठीक	1.09548	51.0
3140	10	है	0.48338	123.30855296529046
3140	11	या	0.57757	101.0
3140	12	नहीं	0.26535	51.0
3140	13	।	2.28899	448.5565505270109
3148	1	पता	0.66611	101.0
3148	2	नहीं	0.34850	123.30855296529043
3148	3	।	0.00444	197.78527964379387
3156	1	मैं	0.05670	51.0
3156	2	उस	0.94746	196.61710593058083
3156	3	को	0.01726	123.30855296529043
3156	4	ईमेल	0.54388	101.0
3156	5	भेज	0.22857	387.6769064203154
3156	6	कर	0.00367	123.30855296529046
3156	7	पूछना	0.08224	244.5705592875878
3156	8	है	0.00360	145.61710593058092
3156	9	उस	0.96677	298.1699580311133
3156	10	का	0.00948	145.61710593058092
3156	11	प्लान	1.56859	371.00071050616884
3156	12	क्या	1.87324	252.771658726243
3156	13	है	1.01414	490.73040938704344
3156	14	।	0.04415	348.27707326188556
3164	1	पूरा	0.70651	101.0
3164	2	ड्राइव	0.27475	123.30855296529043
3164	3	करेगा	0.52131	197.78527964379387
3164	4	तो	0.52035	51.0
3164	5	उस_का	0.06390	51.0
3164	6	अह	0.50678	51.0
3164	7	मर	0.50511	861.8700163437663
3164	8	जाएगा	0.00795	123.30855296529035
3164	9	बे	0.86552	378.28463667851247
3164	10	वो	0.59009	426.0778368088613
3164	11	।	0.01311	454.8074040476472
3172	1	वो	0.25433	51.0
3172	2	भी	0.06722	123.30855296529043
3172	3	विंटर	0.47189	101.00000000000003
3172	4	में	0.02538	123.30855296529046
3172	5	अकेले	0.64061	101.0
3172	6	।	0.54529	123.30855296529046
3180	1	हाँ	0.90504	101.0
3180	2	काफ़ी_लम_बहुत	0.87634	51.0
3180	3	पूरा	1.30584	271.1980044095982
3180	4	यूएसए	1.00857	101.0
3180	5	घूम	0.20388	300.6670990827032
3180	6	लेगा	0.04930	123.30855296529046
3180	7	इस	1.67545	150.9999999999999
3180	8	का	0.02592	123.30855296529035
3180	9	मतलब	0.57457	101.0
3180	10	ना	0.52731	51.0
3180	11	।	0.88308	123.30855296529035
3188	1	अगर	0.04549	51.0
3188	2	तुम्हारे	0.09969	51.0
3188	3	उधर	0.27479	123.30855296529043
3188	4	आया	0.31243	464.0399441261915
3188	5	और	0.56165	51.0
3188	6	पूरा	0.82630	51.0
3188	7	बॉस्टन	1.91690	174.30855296529046
3188	8	तक	0.08137	123.30855296529046
3188	9	चला	0.17297	798.1880799069245
3188	10	गया	0.00843	123.30855296529035
3188	11	।	0.07514	320.8552316854514
3196	1	हाँ	0.40725	101.0
3196	2	[incomprehensible]	0.44578	123.30855296529043
3196	3	।	0.01087	197.78527964379387
3204	1	हाँ	0.18068	101.0
3204	2	।	0.00491	123.30855296529043
3212	1	तब	0.30638	51.0
3212	2	तो	0.10060	123.30855296529043
3212	3	पूरा	0.42591	101.00000000000003
3212	4	यूएस	1.05538	174.30855296529046
3212	5	घूम	0.25107	400.07994210601623
3212	6	लिया	0.00534	123.30855296529046
3212	7	और	0.46423	100.99999999999989
3212	8	वो	0.33137	51.0
3212	9	भी	0.08036	145.61710593058092
3212	10	विंटर	0.41469	101.0
3212	11	में	0.02538	123.30855296529035
3212	12	।	0.38168	197.78527964379396
3220	1	क्रॉस	0.20673	51.0
3220	2	कंट्री	0.91130	224.30855296529046
3220	3	हो	0.14284	123.30855296529046
3220	4	गया	0.03869	123.30855296529046
3220	5	।	0.01654	263.2900734249914
3228	1	अम	0.54863	51.0
3228	2	हालत	0.57785	174.30855296529043
3228	3	खराब	0.39529	51.00000000000003
3228	4	हो_गया_है	1.66856	174.30855296529046
3228	5	हो	0.26128	387.7550883222742
3228	6	जाएगा	0.00476	123.30855296529046
3228	7	उस	0.67642	197.78527964379396
3228	8	का	0.00948	123.30855296529035
3228	9	।	0.01889	277.2239758756273
3236	1	ह्म	0.08689	101.0
3236	2	।	0.00378	123.30855296529043
3244	1	और	0.07862	51.0
3244	2	तुम्हारा	0.24254	51.0
3244	3	ड्य	0.08209	51.0
3244	4	इंडिया	0.29559	174.30855296529046
3244	5	जाने	0.29669	566.1643641504118
3244	6	का	0.00177	123.30855296529046
3244	7	क्या	0.93201	101.0
3244	8	प्लान	0.28525	286.67690642031516
3244	9	है	0.19457	145.61710593058092
3244	10	अब	1.54479	378.5477419755939
3244	11	।	0.00944	256.29414149400645
3252	1	अभी	0.21418	51.0
3252	2	नहीं	0.35469	51.0
3252	3	जा	0.12622	372.1980044095982
3252	4	रहे	0.00361	123.30855296529046
3252	5	।	0.00397	197.78527964379384
3259	1	इस	0.07449	51.0
3259	2	साल	0.88032	174.30855296529043
3259	3	नहीं	0.28137	51.00000000000003
3259	4	जा	0.12751	372.1980044095982
3259	5	रहे	0.00361	123.30855296529046
3259	6	लगता	0.10976	244.5705592875878
3259	7	।	0.04853	218.64204918486348
3267	1	पता	0.66611	101.0
3267	2	नहीं	0.34850	123.30855296529043
3267	3	।	0.00444	197.78527964379387
3275	1	जाऊँगा	0.27803	101.0
3275	2	नहीं	0.16025	123.30855296529043
3275	3	जाऊँगा	0.06596	197.78527964379387
3275	4	पता	0.58497	215.17868526501138
3275	5	नहीं	0.97543	145.6171059305808
3275	6	।	0.01655	291.1529699903259
3283	1	फ़ैमिली	0.20673	51.0
3283	2	वैमिली	0.91130	224.30855296529046
3283	3	के	0.00049	123.30855296529046
3283	4	मेंबर	0.73504	197.78527964379384
3283	5	को	0.03167	145.6171059305808
3283	6	बुलाने	0.23154	278.63882584645216
3283	7	के	0.02851	167.92565889587127
3283	8	मूड	2.20846	404.8183705085569
3283	9	में	0.02854	190.2342118611616
3283	10	हो	0.18150	455.49686100201893
3283	11	क्या	1.58534	292.94755740602204
3283	12	।	0.00924	302.6831205738308
3291	1	हाँ	0.18068	101.0
3291	2	।	0.00491	123.30855296529043
3299	1	एक्चुअली	0.16750	51.0
3299	2	[pause]	0.28987	51.0
3299	3	सोच	0.44547	372.1980044095982
3299	4	रहा	0.00342	123.30855296529046
3299	5	हूँ	0.00522	244.57055928758768
3299	6	।	0.00398	218.64204918486348
3307	1	क्योंकि	0.03898	51.0
3307	2	अह	0.07725	51.0
3307	3	मेरी	0.51470	174.30855296529046
3307	4	मम्मी	0.76573	51.0
3307	5	ऑस्ट्रेलिया	0.79621	51.0
3307	6	जाएगी	0.33693	727.7074960190797
3307	7	तो	0.32341	51.0
3307	8	वहाँ	0.13632	51.0
3307	9	से	0.03297	123.30855296529035
3307	10	ले	0.35935	753.9291389542955
3307	11	आने	0.01163	123.30855296529035
3307	12	के	0.06899	244.5705592875879
3307	13	लिए	0.02022	353.92614755459044
3307	14	सोच	0.92304	604.3045250155978
3307	15	रहा	0.00887	145.6171059305807
3307	16	हूँ	0.00880	298.1699580311133
3307	17	।	0.07053	369.22687818596023
3315	1	पेरेंट्स	0.82343	51.0
3315	2	।	0.31694	123.30855296529043
3323	1	तुम्हारी	0.30562	51.0
3323	2	अम्मा	0.69776	51.0
3323	3	जी	1.07298	51.0
3323	4	ऑस्ट्रेलिया	2.24303	322.1980044095982
3323	5	क्यों	0.80361	51.0
3323	6	जा	0.20741	561.4091254944095
3323	7	रही	0.00371	123.30855296529035
3323	8	हैं	0.00537	244.57055928758768
3323	9	।	0.00454	218.64204918486348
3331	1	वो	0.25433	51.0
3331	2	अम्मा	0.48035	51.0
3331	3	जी	0.12779	123.30855296529043
3331	4	की	0.04584	197.78527964379387
3331	5	बड़ी	0.52540	101.0
3331	6	बहन	1.83129	453.02039475312586
3331	7	है	0.49656	123.30855296529035
3331	8	वहाँ	0.62696	101.0
3331	9	पर	0.04564	145.61710593058092
3331	10	।	0.57407	200.05665267703762
3339	1	आह	0.39476	101.0
3339	2	तो	0.00959	123.30855296529043
3339	3	तुम्हारे	0.86111	197.78527964379387
3339	4	पिता	1.17637	101.0
3339	5	जी	0.60002	123.30855296529046
3339	6	भी	0.10219	244.5705592875878
3339	7	कि	0.09501	101.0
3339	8	अम्मा	0.25246	51.0
3339	9	जी	0.88955	145.61710593058092
3339	10	अकेले	0.39009	101.0
3339	11	।	0.55942	123.30855296529035
3347	1	उन	0.25126	51.0
3347	2	के	0.02005	123.30855296529043
3347	3	साथ	0.17881	197.78527964379387
3347	4	जा	0.20823	316.1786852650114
3347	5	रहे	0.00333	123.30855296529046
3347	6	।	0.00403	197.78527964379384
3355	1	अम्मा	0.49103	51.0
3355	2	जी	0.77115	123.30855296529043
3355	3	अकेले	0.44974	101.00000000000003
3355	4	प्राबब्ली	1.71085	196.6171059305808
3355	5	।	0.52659	123.30855296529046
3363	1	पता	0.66611	101.0
3363	2	नहीं	0.34850	123.30855296529043
3363	3	।	0.00444	197.78527964379387
3371	1	अच्छा	0.23211	101.0
3371	2	अच्छा	0.05976	145.61710593058083
3371	3	।	0.01044	200.0566526770377
3379	1	तो	0.36147	51.0
3379	2	।	1.03579	224.30855296529046
3387	1	पिता	0.54107	51.0
3387	2	जी	0.76875	123.30855296529043
3387	3	भी	0.12136	197.78527964379387
3387	4	जाएँगे	0.15900	316.1786852650114
3387	5	।	0.00349	123.30855296529046
3394	1	हो	0.67893	101.0
3394	2	हो	0.05029	123.30855296529043
3394	3	सकता	0.55650	145.61710593058083
3394	4	है	0.20989	298.1699580311132
3394	5	पता	0.35812	284.71002098090173
3394	6	नहीं	0.97543	123.30855296529035
3394	7	।	0.01741	305.82805514441657
3402	1	कोई	0.07829	51.0
3402	2	प्लान	1.03313	174.30855296529043
3402	3	ठीक	0.81034	51.00000000000003
3402	4	से	0.18611	123.30855296529046
3402	5	नहीं	0.79987	101.0
3402	6	है	1.29999	286.6769064203154
3402	7	अभी	0.56648	101.0
3402	8	।	0.66681	123.30855296529046
3410	1	तो	0.36147	51.0
3410	2	इंडिया	0.24040	51.0
3410	3	से	0.05677	123.30855296529043
3410	4	तो	0.25497	197.78527964379387
3410	5	डायरेक्ट	0.26478	101.0
3410	6	फ़्लाइट	1.17860	174.30855296529046
3410	7	होंगी	0.23681	612.2798880137799
3410	8	ऑस्ट्रेलिया	0.38374	145.61710593058092
3410	9	तक	0.30463	145.61710593058092
3410	10	की	0.72768	332.38399915280183
3410	11	शायद	0.40121	235.0893383064756
3410	12	।	0.00408	247.77334846304393
3418	1	ह्म	0.40473	101.0
3418	2	सिंगापोर_वाया	0.29712	123.30855296529043
3418	3	।	0.00648	197.78527964379387
3426	1	तो	0.36147	51.0
3426	2	डायरेक्ट	0.16233	51.0
3426	3	फ़्लाइट	0.65862	174.30855296529046
3426	4	वहाँ	0.60224	51.0
3426	5	तक	0.03337	123.30855296529046
3426	6	की	0.55002	197.78527964379384
3426	7	भी	0.12246	215.17868526501138
3426	8	नहीं	0.64885	101.0
3426	9	है	1.38537	427.0312546382328
3426	10	।	0.47099	257.6365016488942
3434	1	ह्म	0.08689	101.0
3434	2	।	0.00378	123.30855296529043
3442	1	डायरेक्ट	0.48608	51.0
3442	2	फ़्लाइट	1.13748	174.30855296529043
3442	3	नहीं	0.41225	51.00000000000003
3442	4	देते	0.13711	372.1980044095982
3442	5	हैं	0.00196	123.30855296529046
3442	6	।	0.00356	197.78527964379384
3450	1	नहीं	0.76841	51.0
3450	2	नहीं	0.19474	51.0
3450	3	नहीं	0.23027	51.0
3450	4	।	2.05802	271.1980044095982
3458	1	और	0.07862	51.0
3458	2	अह	0.10479	51.0
3458	3	तो	0.73384	123.30855296529043
3458	4	तुम्हारे	0.50334	248.78527964379387
3458	5	कानपुर	0.33015	51.0
3458	6	में	0.04001	123.30855296529046
3458	7	क्या	0.92235	101.0
3458	8	किया	0.22572	775.8788313935107
3458	9	बे	0.01683	123.30855296529035
3458	10	।	0.00375	197.78527964379373
3465	1	वो	0.25433	51.0
3465	2	4	0.11939	51.0
3465	3	महीने	0.68333	174.30855296529046
3465	4	गए	0.19911	387.7550883222742
3465	5	थे	0.00283	123.30855296529046
3465	6	ना	0.03264	244.5705592875878
3465	7	।	0.00387	218.64204918486348
3472	1	तुम	0.20430	51.0
3472	2	से	0.03007	123.30855296529043
3472	3	कब	0.39117	101.00000000000003
3472	4	बात	2.36294	387.6769064203154
3472	5	हुई	0.12921	123.30855296529046
3472	6	है	0.00785	123.30855296529046
3472	7	।	0.02053	263.2900734249914
3480	1	उस	0.09241	51.0
3480	2	लौट	0.54728	174.30855296529043
3480	3	के	0.02160	123.30855296529043
3480	4	तो	0.16356	197.7852796437939
3480	5	बात	0.56759	101.0
3480	6	हो	0.14762	401.59651245883254
3480	7	चुकी	0.00377	123.30855296529035
3480	8	तुम	0.55332	197.78527964379373
3480	9	से	0.02858	145.61710593058092
3480	10	शायद	0.68845	278.63882584645216
3480	11	।	0.00589	241.87852123683
3488	1	1	0.10004	51.0
3488	2	बार	0.92589	174.30855296529043
3488	3	हुई	0.16673	224.30855296529043
3488	4	है	0.00121	123.3085529652904
3488	5	।	0.00327	197.78527964379384
3496	1	हाँ	0.18068	101.0
3496	2	।	0.00491	123.30855296529043
3504	1	हाँ	0.18068	101.0
3504	2	।	0.00491	123.30855296529043
3512	1	तो	0.36147	51.0
3512	2	आराम	0.22313	51.0
3512	3	से	0.03240	123.30855296529043
3512	4	पढ़ाया	2.48577	464.0399441261915
3512	5	आइआइटी	0.36776	123.30855296529046
3512	6	कानपुर	0.59300	244.5705592875878
3512	7	में	0.12542	145.61710593058092
3512	8	।	0.01169	281.5253404488167
3520	1	ह्म	0.08689	101.0
3520	2	।	0.00378	123.30855296529043
3527	1	अह	0.10081	51.0
3527	2	फ़ाइनल	0.81101	196.61710593058083
3527	3	ईयर	1.32995	174.30855296529043
3527	4	स्टूडेंट्स	1.32506	224.30855296529046
3527	5	थे	0.01207	123.30855296529046
3527	6	ज़्यादातर	0.95155	101.0
3527	7	।	0.60063	123.30855296529046
3535	1	और	0.07862	51.0
3535	2	मास्टर्स	0.80810	51.0
3535	3	।	0.35394	123.30855296529043
3543	1	ह्म	0.08689	101.0
3543	2	।	0.00378	123.30855296529043
3551	1	ह्म	0.08689	101.0
3551	2	।	0.00378	123.30855296529043
3559	1	ऐंड_[incomprehensible]	0.64106	51.0
3559	2	।	0.90013	224.30855296529046
3567	1	क्या	0.65753	101.0
3567	2	पढ़ाया	0.42495	123.30855296529043
3567	3	उन	0.95724	51.00000000000003
3567	4	को	0.02838	123.30855296529046
3567	5	।	0.57877	197.78527964379384
3575	1	बताया	0.25605	101.0
3575	2	ना	0.16142	123.30855296529043
3575	3	टॉपिक्स_इन_डिस्ट्रिब्यूटेड_सिस्टम्ज़	0.87201	197.78527964379387
3575	4	।	0.02459	215.17868526501138
3583	1	ओह	0.91153	51.0
3583	2	[incomprehensible]	1.06845	224.30855296529046
3583	3	।	0.03319	123.30855296529046
3591	1	हाँ	0.90504	101.0
3591	2	रिसर्च	0.90074	123.30855296529043
3591	3	उस	0.91369	101.00000000000003
3591	4	में	0.02368	123.30855296529046
3591	5	है	0.78465	197.78527964379384
3591	6	।	0.54896	215.17868526501138
3599	1	खोला	0.28502	101.0
3599	2	उस	0.28598	51.0
3599	3	पे	0.26747	271.1980044095982
3599	4	।	0.01891	215.2625742078709
3607	1	दे_लाइक्ट_द_कोर्स	0.64106	51.0
3607	2	।	0.90013	224.30855296529046
3615	1	पसंद	0.51723	101.0
3615	2	आया	0.08142	123.30855296529043
3615	3	कोर्स	1.16074	123.30855296529043
3615	4	।	0.05532	263.29007342499136
3623	1	[incomprehensible]	0.89742	51.0
3623	2	।	0.95973	224.30855296529046
3631	1	आइ_होप_दे_हैव_लर्टं_समथिंग	0.35864	51.0
3631	2	।	0.86197	224.30855296529046
3639	1	आर_यू_श्योर	0.64106	51.0
3639	2	।	0.90013	224.30855296529046
3647	1	ओह_आइम_श्योर_[incomprehensible]	0.64106	51.0
3647	2	।	0.90013	224.30855296529046
3655	1	केवल	0.72044	101.0
3655	2	ए	0.68116	51.0
3655	3	ग्रेड	0.99109	271.1980044095982
3655	4	लाने	0.45322	215.2625742078709
3655	5	के	0.00562	123.30855296529046
3655	6	लिए	0.01402	244.5705592875878
3655	7	बोल	0.97292	286.28409836972696
3655	8	दिया	0.00860	123.30855296529035
3655	9	होगा	0.00993	244.57055928758768
3655	10	तुम्हें	0.87041	218.64204918486348
3655	11	।	0.21509	389.9712980941913
3663	1	नहीं	0.76841	51.0
3663	2	नहीं	0.19474	51.0
3663	3	नहीं	0.23027	51.0
3663	4	ऐसा	0.44158	51.0
3663	5	।	0.54384	123.30855296529046
3671	1	ए	0.20501	51.0
3671	2	ग्रेड	0.90906	224.30855296529046
3671	3	कितने	0.63102	51.0
3671	4	आए	0.12380	271.1980044095982
3671	5	।	0.02667	215.2625742078709
3679	1	देखो	0.96032	101.0
3679	2	[pause]	0.33012	51.0
3679	3	आइ_थिंक_आइ_हैड_29_स्टूडेंट्स	0.74709	271.1980044095982
3679	4	।	0.00808	215.2625742078709
3687	1	ऐंड_यू_गेव_29_एज़	0.64106	51.0
3687	2	।	0.90013	224.30855296529046
3695	1	नहीं	0.76841	51.0
3695	2	नहीं	0.19474	51.0
3695	3	नहीं	0.23027	51.0
3695	4	।	2.05802	271.1980044095982
3703	1	15	0.14580	51.0
3703	2	ए	0.77612	224.30855296529046
3703	3	।	0.00846	123.30855296529046
3711	1	हाँ	0.18068	101.0
3711	2	।	0.00491	123.30855296529043
3719	1	15	0.14580	51.0
3719	2	ए	0.77612	224.30855296529046
3719	3	।	0.00846	123.30855296529046
3726	1	50	0.19708	51.0
3726	2	पर्सेंट	1.02063	174.30855296529043
3726	3	को	0.02432	123.30855296529043
3726	4	ए	0.66174	101.0
3726	5	दे	0.21274	387.67690642031533
3726	6	दिया	0.00317	123.30855296529046
3726	7	।	0.00318	197.78527964379396
3734	1	हाँ	0.18068	101.0
3734	2	।	0.00491	123.30855296529043
3742	1	9	0.13801	51.0
3742	2	बी	0.79044	224.30855296529046
3742	3	और	0.75906	51.0
3742	4	7	0.30713	51.0
3742	5	सी	1.30514	436.53645876795383
3742	6	।	0.00893	229.9985221235097
3750	1	हाँ	0.18068	101.0
3750	2	।	0.00491	123.30855296529043
3758	1	हाँ	0.90504	101.0
3758	2	50	0.53970	51.0
3758	3	पर्सेंट	0.98902	174.30855296529046
3758	4	से	0.03069	123.30855296529046
3758	5	ज़्यादा	0.20076	197.78527964379384
3758	6	ही	0.10062	215.17868526501138
3758	7	ए	0.40113	431.71690173331456
3758	8	देते	0.35771	375.76746315405603
3758	9	हैं	0.02695	123.30855296529035
3758	10	वहाँ	1.46647	469.2396884377881
3758	11	पर	0.14113	145.6171059305807
3758	12	तो	0.39187	249.11330535407524
3758	13	।	0.00876	363.53917110697967
3766	1	अच्छा	0.23211	101.0
3766	2	।	0.00211	123.30855296529043
3774	1	[laughter]	0.86480	101.0
3774	2	।	0.00914	123.30855296529043
3782	1	मतलब_फ़ाइनल_कोर	0.57920	51.0
3782	2	मतलब	0.51062	174.30855296529043
3782	3	अ	0.02332	51.00000000000003
3782	4	फ़ाइनल	0.23442	196.6171059305808
3782	5	ईयर	0.83120	218.92565889587127
3782	6	कोर्सेस	1.28156	174.30855296529046
3782	7	में	0.02937	123.30855296529046
3782	8	।	0.34749	197.78527964379396
3790	1	ओह_दिस_इस_फ़ाइनल_ईयर_कोर्स_राइट	0.35864	51.0
3790	2	।	0.86197	224.30855296529046
3798	1	[incomprehensible]	0.89742	51.0
3798	2	लड़के	0.39432	123.30855296529043
3798	3	कुल	0.44721	101.00000000000003
3798	4	29	2.27113	337.6769064203154
3798	5	थे	0.60557	224.30855296529046
3798	6	।	0.52151	123.30855296529046
3806	1	कितने	0.19839	51.0
3806	2	कितनो	0.61266	174.30855296529043
3806	3	को	0.02454	123.30855296529043
3806	4	घसीटोगे	1.05456	345.57055928758774
3806	5	भई	0.20329	123.30855296529046
3806	6	।	0.00816	197.78527964379384
3814	1	कितनो	0.49103	51.0
3814	2	को	0.02678	123.30855296529043
3814	3	फ़ेल	0.47853	101.00000000000003
3814	4	करोगे	0.21005	387.6769064203154
3814	5	।	0.00444	123.30855296529046
3822	1	फ़ेल	0.65209	101.0
3822	2	किसी	0.61573	123.30855296529043
3822	3	को	0.02033	123.30855296529043
3822	4	नहीं	0.69423	197.7852796437939
3822	5	किया	0.10274	277.2239758756274
3822	6	क्योंकि	0.34439	51.0
3822	7	आइ_डिडंट_वॉंट_टू_गो_थ्रू_द_होल_हैसल	0.22597	51.0
3822	8	।	1.94416	271.19800440959807
3830	1	अम	0.60786	51.0
3830	2	वैसे	0.85617	174.30855296529043
3830	3	फ़ेल	0.31950	51.00000000000003
3830	4	करने	0.26200	372.1980044095982
3830	5	लायक	0.00331	123.30855296529046
3830	6	थे	0.07725	244.5705592875878
3830	7	भी	0.03065	123.30855296529035
3830	8	नहीं	0.28803	197.78527964379396
3830	9	।	0.04953	291.5355119545238
3837	1	कुछ	0.21566	51.0
3837	2	जिन्होंने	0.57817	174.30855296529043
3837	3	ज़्यादा	0.43323	51.00000000000003
3837	4	मेहनत	1.23650	174.30855296529046
3837	5	की	0.21122	387.7550883222742
3837	6	ऑर_गॉट_लकी_गॉट_एज़	0.47153	123.30855296529046
3837	7	।	0.00405	197.78527964379396
3845	1	ह्म	0.08689	101.0
3845	2	ह्म	0.01347	123.30855296529043
3845	3	।	0.00414	197.78527964379387
3853	1	ह्म	0.08689	101.0
3853	2	।	0.00378	123.30855296529043
3861	1	जिन्होंने_मतलब	0.35864	51.0
3861	2	1	0.43238	51.0
3861	3	आद	1.53556	196.6171059305808
3861	4	एग्ज़ैम	1.43639	389.47445168586114
3861	5	में	0.00087	123.30855296529046
3861	6	फ़ेल	0.48328	197.78527964379384
3861	7	हो	0.13870	215.17868526501127
3861	8	गया	0.02573	123.30855296529035
3861	9	गॉट_बीज़	1.83391	151.0
3861	10	।	0.65357	322.34331383556537
3869	1	ह्म	0.08689	101.0
3869	2	ह्म	0.01347	123.30855296529043
3869	3	।	0.00414	197.78527964379387
3877	1	और	0.91841	101.0
3877	2	।	0.01057	123.30855296529043
3885	1	जिन्होंने	0.38850	51.0
3885	2	कंसिस्टेंट्ली_[pause]_डिडंट_ट्राए_टू_पिक_अप_दे_गॉट_सीज़	0.16748	51.0
3885	3	।	1.17214	271.1980044095982
3893	1	सीज़	0.20673	51.0
3893	2	ज़्यादातर	1.76473	224.30855296529046
3893	3	जो	0.64434	123.30855296529046
3893	4	थे	0.13163	197.78527964379384
3893	5	वो	0.27747	215.17868526501138
3893	6	।	0.02047	308.7171437936439
3901	1	ह्म	0.08689	101.0
3901	2	ह्म	0.01347	123.30855296529043
3901	3	।	0.00414	197.78527964379387
3909	1	शायद	0.29628	51.0
3909	2	एक्चुअली_देर_इस_नो_रूल	0.18590	51.0
3909	3	।	1.36130	271.1980044095982
3917	1	अम	0.60786	51.0
3917	2	मतलब	0.87573	174.30855296529043
3917	3	एमएस_और_पीएचडी	0.10412	51.00000000000003
3917	4	एमएस	0.55646	218.92565889587127
3917	5	और	0.25039	51.0
3917	6	बीटेक	0.58941	51.0
3917	7	में	0.05060	123.30855296529046
3917	8	ईक्वली	0.94316	101.0
3917	9	जो	0.76875	51.0
3917	10	डिस्ट्रिब्यूशन	1.13865	322.19800440959807
3917	11	ऑल्मोस्ट	3.66067	2360.326614338364
3917	12	ईक्वल	1.24846	174.30855296529035
3917	13	रहा	0.21588	727.6816341919184
3917	14	।	0.00461	123.3085529652908
3925	1	मतलब	0.32433	51.0
3925	2	प्रोपोर्शनेटली	0.10691	51.0
3925	3	।	0.46337	123.30855296529043
3933	1	ह्म	0.08689	101.0
3933	2	।	0.00378	123.30855296529043
3941	1	ह्म	0.08689	101.0
3941	2	ह्म	0.01347	123.30855296529043
3941	3	।	0.00414	197.78527964379387
3949	1	तो_कोई	0.14697	51.0
3949	2	ऐज़_देर_वॉस_नो_स्पेशल_एज_दैट_बीटेक_हैड_ऑर_एनीथिंग	0.97194	174.30855296529043
3949	3	।	1.00428	224.30855296529043
3957	1	अब	0.26177	51.0
3957	2	मोस्ट_ऑफ_माइ_स्टूडेंट्स_आर_कमिंग_इन_यौर_कैलिफ़ोर्निया_एरिया_फ़ॉर_कंटिन्यूइंग_देर_पीएचडीज़	0.13007	51.0
3957	3	।	1.36270	271.1980044095982
3965	1	ओह	0.28400	101.0
3965	2	कानपुर	0.63859	145.61710593058083
3965	3	से	0.74962	123.30855296529043
3965	4	।	0.00557	265.0136393889485
3973	1	[incomprehensible]	0.89742	51.0
3973	2	जॉइनिंग	0.94155	174.30855296529043
3973	3	हाँ	0.51838	224.30855296529043
3973	4	।	0.02423	123.3085529652904
3981	1	ह्म	0.08689	101.0
3981	2	।	0.00378	123.30855296529043
3989	1	मतलब	0.32433	51.0
3989	2	काफ़ी	0.14780	51.0
3989	3	लोग	0.93843	196.6171059305808
